ASD Acronym,Designation,Title of Standard,Abstract,Link,,,
IEC,IEC 60601-2-46:2023 CMV,Medical electrical equipment - Part 2-46: Particular requirements for the basic safety and essential performance of operating tables,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-46:2023 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-46:2023 CMV
IEC,IEC 60601-2-47:2012,Medical electrical equipment - Part 2-47: Particular requirements for the basic safety and essential performance of ambulatory electrocardiographic systems,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-47:2012,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-47:2012
IEC,IEC 60601-2-50:2020+AMD1:2023 CSV,Medical electrical equipment - Part 2-50: Particular requirements for the basic safety and essential performance of infant phototherapy equipment,Edition 3.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-50:2020+AMD1:2023 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-50:2020+AMD1:2023 CSV
IEC,IEC 60601-2-52:2009+AMD1:2015 CSV,Medical electrical equipment - Part 2-52: Particular requirements for the basic safety and essential performance of medical beds,Edition 1.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-52:2009+AMD1:2015 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-52:2009+AMD1:2015 CSV
IEC,IEC 60601-2-54:2022 RLV,Medical electrical equipment - Part 2-54: Particular requirements for the basic safety and essential performance of X-ray equipment for radiography and radioscopy,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-54:2022 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-54:2022 RLV
IEC,IEC 60601-2-57:2023,"Medical electrical equipment - Part 2-57: Particular requirements for the basic safety and essential performance of non-laser light source equipment intended for therapeutic, diagnostic, monitoring, cosmetic and aesthetic use",Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-57:2023,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-57:2023
IEC,IEC 60601-2-62:2013,Medical electrical equipment - Part 2-62: Particular requirements for the basic safety and essential performance of high intensity therapeutic ultrasound (HITU) equipment,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-62:2013,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-62:2013
IEC,IEC 60601-2-63:2012+AMD1:2017+AMD2:2021 CSV,Medical electrical equipment - Part 2-63: Particular requirements for the basic safety and essential performance of dental extra-oral X-ray equipment,Edition 1.2,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-63:2012+AMD1:2017+AMD2:2021 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-63:2012+AMD1:2017+AMD2:2021 CSV
IEC,IEC 60601-2-64:2025 RLV,Medical electrical equipment - Part 2-64: Particular requirements for the basic safety and essential performance of light ion beam medical electrical equipment,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-64:2025 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-64:2025 RLV
IEC,IEC 60601-2-65:2012+AMD1:2017+AMD2:2021 CSV,Medical electrical equipment - Part 2-65: Particular requirements for the basic safety and essential performance of dental intra-oral X-ray equipment,Edition 1.2,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-65:2012+AMD1:2017+AMD2:2021 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-65:2012+AMD1:2017+AMD2:2021 CSV
IEC,IEC 60601-2-66:2019 RLV,Medical electrical equipment - Part 2-66: Particular requirements for the basic safety and essential performance of hearing aids and hearing aid systems,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-66:2019 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-66:2019 RLV
IEC,IEC 60601-2-68:2025 RLV,"Medical electrical equipment - Part 2-68: Particular requirements for the basic safety and essential performance of X-ray-based image-guided radiotherapy equipment for use with electron accelerators, light ion beam therapy equipment and radionuclide beam therapy equipment",Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-68:2025 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-68:2025 RLV
IEC,IEC 60601-2-75:2017+AMD1:2023 CSV,Medical electrical equipment - Part 2-75: Particular requirements for the basic safety and essential performance of photodynamic therapy and photodynamic diagnosis equipment,Edition 1.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-75:2017+AMD1:2023 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-75:2017+AMD1:2023 CSV
IEC,IEC 60601-2-76:2018+AMD1:2023 CSV,Medical electrical equipment - Part 2-76: Particular requirements for the basic safety and essential performance of low energy ionized gas haemostasis equipment,Edition 1.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-76:2018+AMD1:2023 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-76:2018+AMD1:2023 CSV
IEC,IEC 60601-2-83:2019+AMD1:2022 CSV,Medical electrical equipment - Part 2-83: Particular requirements for the basic safety and essential performance of home light therapy equipment,Edition 1.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-83:2019+AMD1:2022 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-83:2019+AMD1:2022 CSV
