ASD Acronym,Designation,Title of Standard,Project Action,Date SA PINS,Date SA BSR8,Date Final Action,PR status,CON_id::Email,__pk_PSA_id
IES,ANSI/IES LP-7-20,Lighting Practice: The Lighting Design and Construction Process,(new standard),11/08/2019,03/06/2020,04/21/2020,Approved,pmcgillicuddy@ies.org,181921
IES,ANSI/IES LP-8-20,Lighting Practice: The Commissioning Process Applied to Lighting and Control Systems,(new standard),07/05/2019,01/24/2020,03/13/2020,Approved,pmcgillicuddy@ies.org,180572
IES,ANSI/IES LP-9-20,Lighting Practice: Upgrading Lighting Systems in Commercial and Institutional Facilities,(new standard),07/05/2019,09/27/2019,02/07/2020,Approved,pmcgillicuddy@ies.org,180574
IES,ANSI/IES LS-1-22,Lighting Science: Nomenclature and Definitions for Illuminating Engineering,(revision of ANSI/IES LS 1-2021),,09/10/2021,11/02/2021,Approved,pmcgillicuddy@ies.org,187313
IES,ANSI/IES LS-1-22,Lighting Science: Nomenclature & Definitions,(revision of ANSI/IES LS 1-2020),,07/29/2022,09/02/2022,Approved,pmcgillicuddy@ies.org,189897
IES,ANSI/IES LS-2-20 (R2023),Lighting Science: Concepts and Language of Lighting,(reaffirmation of ANSI/IES LS-2-2020),,11/03/2023,01/11/2024,Approved,pmcgillicuddy@ies.org,193486
IES,ANSI/IES LS-3-20 (R2023),Lighting Science: Physics and Optics of Radiant Energy,(reaffirmation of ANSI/IES LS-3-2020),,02/03/2023,04/28/2023,Approved,pmcgillicuddy@ies.org,191169
IES,ANSI/IES LS-4-20 (R2023),Lighting Science: Measurement of Light - The Science of Photometry,(reaffirmation of ANSI/IES LS-4-2020),,02/03/2023,04/28/2023,Approved,pmcgillicuddy@ies.org,191170
IES,ANSI/IES LS-5-21,Lighting Science: Color,(new standard),02/15/2019,03/27/2020,01/11/2021,Approved,pmcgillicuddy@ies.org,179485
IES,ANSI/IES LS-6-20,Lighting Science: Calculation of Light and Its Effects,(new standard),07/05/2019,03/06/2020,04/21/2020,Approved,pmcgillicuddy@ies.org,180580
IES,ANSI/IES LS-7-20,Lighting Science: Vision - Eye and Brain,(new standard),07/05/2019,11/08/2019,02/07/2020,Approved,pmcgillicuddy@ies.org,180581
IES,ANSI/IES LS-8-20,Lighting Science: Vision - Perceptions and Performance,(new standard),09/27/2019,03/06/2020,04/21/2020,Approved,pmcgillicuddy@ies.org,181692
IES,ANSI/IES RP-1-22,Recommended Practice: Lighting Office Spaces - Home Office Lighting,(revision of ANSI/IES RP-1-2020),,05/20/2022,10/14/2022,Approved,pmcgillicuddy@ies.org,189453
IES,ANSI/IES RP-10-20,Recommended Practice: Lighting Common Applications,(new standard),11/08/2019,03/06/2020,04/21/2020,Approved,pmcgillicuddy@ies.org,181922
IES,ANSI/IES RP-2-20,Recommended Practice: Lighting Retail Spaces,(new standard),06/28/2019,03/06/2020,04/21/2020,Approved,pmcgillicuddy@ies.org,180565
IES,ANSI/IES RP-27-20,Recommended Practice: Photobiological Safety for Lighting Systems,"(revision, redesignation and consolidation of ANSI/IESNA RP-27.1-2015, ANSI/IESNA RP-27.2-2000 (R2010), ANSI/IES RP-27.3-2017)",12/06/2019,03/06/2020,04/21/2020,Approved,pmcgillicuddy@ies.org,174814
IES,ANSI/IES RP-27.1-22,Recommended Practice: Risk Group Classification and Minimization of Photobiological Hazards from Ultraviolet Lamps and Lamp Systems,(new standard),05/01/2020,09/02/2022,10/28/2022,Approved,pmcgillicuddy@ies.org,183173
IES,ANSI/IES RP-28-20,Recommended Practice: Lighting and the Visual Environment for Older Adults and the Visually Impaired,(revision of ANSI/IES RP-28-2016),07/26/2019,11/08/2019,02/07/2020,Approved,pmcgillicuddy@ies.org,181004
IES,ANSI/IES RP-29-22,Recommended Practice: Lighting Hospitals and Healthcare Facilities,(revision of ANSI/IES RP-29-2020),,09/02/2022,11/03/2022,Approved,pmcgillicuddy@ies.org,190180
IES,ANSI/IES RP-3-20,Recommended Practice: Lighting Educational Faciities,(revision of ANSI/IESNA RP-3-2013),07/28/2017,03/06/2020,04/21/2020,Approved,pmcgillicuddy@ies.org,174580
IES,ANSI/IES RP-30-20,Recommended Practice: Lighting Museums,(revision of ANSI/IES RP-30-16),06/28/2019,01/24/2020,03/20/2020,Approved,pmcgillicuddy@ies.org,180675
IES,ANSI/IES RP-31-20,Recommended Practice: Economic Analysis of Lighting,(new standard),11/08/2019,03/06/2020,04/21/2020,Approved,pmcgillicuddy@ies.org,181923
IES,ANSI/IES RP-37-22,Recommended Practice: Lighting Airport Environments,(revision of ANSI/IES RP-37-2020),,10/14/2022,12/08/2022,Approved,pmcgillicuddy@ies.org,190523
IES,ANSI/IES RP-38-17 (R2022),Recommended Practice: Lighting Performance for Small to Medium Sized VideoConferencing Rooms,(reaffirmation of ANSI/IES RP-38-2017),,04/29/2022,07/22/2022,Approved,pmcgillicuddy@ies.org,189132
IES,ANSI/IES RP-39-19,Recommended Practice: Off Roadway Sign Luminance,(new standard),12/28/2018,02/15/2019,04/09/2019,Approved,pmcgillicuddy@ies.org,179257
IES,ANSI/IES RP-4-20,Recommended Practice: Lighting Library Spaces,(new standard),01/24/2020,04/03/2020,05/21/2020,Approved,pmcgillicuddy@ies.org,182336
IES,ANSI/IES RP-40-19,Recommended Practice: Lighting Port Terminals,(new standard),08/26/2016,09/27/2019,12/17/2019,Approved,pmcgillicuddy@ies.org,171817
IES,ANSI/IES RP-41-20,Recommended Practice: Lighting Theatre and Auditorium Spaces,(new standard),02/15/2019,01/24/2020,03/23/2020,Approved,pmcgillicuddy@ies.org,179482
IES,ANSI/IES RP-42-20,Recommended Practice: Dimming and Control Method Designations,(new standard),11/08/2019,03/06/2020,05/29/2020,Approved,pmcgillicuddy@ies.org,181926
IES,ANSI/IES RP-43-22,Recommended Practice: Lighting Exterior Applications (illuminance table only),(new standard),02/07/2020,03/11/2022,05/31/2022,Approved,pmcgillicuddy@ies.org,182440
IES,ANSI/IES RP-44-21,Recommended Practice: Ultraviolet Germicidal Irradiation (UVGI),(new standard),03/12/2021,05/07/2021,07/01/2021,Approved,pmcgillicuddy@ies.org,185782
IES,ANSI/IES RP-45-21,Recommended Practice: Horticultural Lighting,(new standard),07/19/2019,07/23/2021,09/17/2021,Approved,pmcgillicuddy@ies.org,180956
IES,ANSI/IES RP-46-23,Recommended Practice: Supporting the Physiological and Behavioral Effects of Lighting in Interior Daytime Environments,(new standard),06/22/2018,02/24/2023,11/01/2023,Approved,pmcgillicuddy@ies.org,177520
IES,ANSI/IES RP-47-23,Recommended Practice: Landscape Lighting,(new standard),10/28/2022,02/03/2023,10/19/2023,Approved,pmcgillicuddy@ies.org,190625
IES,ANSI/IES RP-6-22,Recommended Practice: Lighting Sports and Recreational Areas - Bullpen Lighting,(revision of ANSI/IES RP-6-2020),,05/20/2022,07/11/2022,Approved,pmcgillicuddy@ies.org,188741
IES,ANSI/IES RP-7-21,Recommended Practice: Lighting Industrial Facilities,(addenda to ANSI/IES RP-7-2020),,02/05/2021,03/25/2021,Approved,pmcgillicuddy@ies.org,185440
IES,ANSI/IES RP-8-22,Recommended Practice: Lighting Roadway and Parking Facilities,(revision of ANSI/IES RP-8-2018),,07/29/2022,09/16/2022,Approved,pmcgillicuddy@ies.org,189899
IES,ANSI/IES RP-9-23,Recommended Practice: Lighting Hospitality Spaces,(revision of ANSI/IES RP-9-2020),,11/25/2022,01/24/2023,Approved,pmcgillicuddy@ies.org,190790
IES,ANSI/IES TM-15-20,Approved Method: Luminaire Classification System for Outdoor Luminaires,(new standard),02/15/2019,04/03/2020,05/21/2020,Approved,pmcgillicuddy@ies.org,179513
IES,ANSI/IES TM-21-21,"Technical Memorandum: Projecting Long-Term Lumen, Photon, and Radiant Flux Maintenance of LED Light Sources",(revision of ANSI/IES TM-21-2019),,06/18/2021,08/06/2021,Approved,pmcgillicuddy@ies.org,186608
IES,ANSI/IES TM-24-20,Lighting Science: An Optional Method for Adjusting the Recommended  Illuminance for Visually Demanding Tasks within IES Illuminance Categories P through Y Based on Light Source Spectrum,(new standard),07/05/2019,03/27/2020,05/28/2020,Approved,pmcgillicuddy@ies.org,180578
IES,ANSI/IES TM-25-20,Ray File Format for the Description of the Emission Property of Light Sources,(new standard),09/13/2019,10/18/2019,02/07/2020,Approved,pmcgillicuddy@ies.org,180964
IES,ANSI/IES TM-26-20 (R2023),Approved Method: Projecting Catastrophic Failure of LED Packages,(reaffirmation of ANSI/IES TM-26-2020),,02/03/2023,04/28/2023,Approved,pmcgillicuddy@ies.org,191183
IES,ANSI/IES TM-27-20,Technical Memorandum: IES Standard Format for the Electronic Transfer of Spectral Data,(new standard),07/05/2019,09/27/2019,02/07/2020,Approved,pmcgillicuddy@ies.org,180579
IES,ANSI/IES TM-28-20,Technical Memorandum: Projecting Long-Term Luminous Flux Maintenance of LED Lamps and Luminaires,(new standard),11/08/2019,03/06/2020,04/23/2020,Approved,pmcgillicuddy@ies.org,181907
IES,ANSI/IES TM-30-24,Technical Memorandum: IES Method for Evaluating Light Source Color Rendition,(revision of ANSI/IES TM-30-20),,03/29/2024,06/05/2024,Approved,pmcgillicuddy@ies.org,194780
IES,ANSI/IES TM-31-20,Approved Method: Measurement Uncertainty for Lighting Equipment Calibration Using Integrating Spheres,(new standard),07/05/2019,09/27/2019,02/25/2020,Approved,pmcgillicuddy@ies.org,180586
IES,ANSI/IES TM-32-2019,Lighting Practice: Building Information Management,(new standard),02/15/2019,07/19/2019,11/08/2019,Approved,pmcgillicuddy@ies.org,179514
IES,ANSI/IES TM-32-24,Technical Memorandum: Lighting Parameters for Building Information Modeling,(revision of ANSI/IES TM-32-2019),,02/23/2024,05/08/2024,Approved,pmcgillicuddy@ies.org,194496
IES,ANSI/IES TM-33-23,Technical Memorandum: Standard Format for the Electronic Transfer of Luminaire Optical Data,(revision of ANSI/IES TM-33-2018),,10/14/2022,05/18/2023,Approved,pmcgillicuddy@ies.org,190524
IES,ANSI/IES TM-35-19,"Technical Memorandum: Projecting Long-Term Chromaticity Coordinate Shift of LED Packages, Arrays, and Modules",(new standard),03/02/2018,09/27/2019,11/19/2019,Approved,pmcgillicuddy@ies.org,176592
IES,ANSI/IES TM-37-21,"Technical Memorandum: Description, Measurement, and Estimation of Sky Glow",(new standard),02/15/2019,07/23/2021,09/17/2021,Approved,pmcgillicuddy@ies.org,179483
IES,ANSI/IES TM-38-21,Technical Memorandum for Recommendations for Measuring Tunable White Solid-State Lighting Products,(new standard),12/01/2017,09/10/2021,11/02/2021,Approved,pmcgillicuddy@ies.org,175802
IES,ANSI/IES TM-40-24,Technical Memorandum: IES Method for Determining Correlated Color Temperature (CCT) and Distance from the Planckian Locus of Light Sources,(new standard),08/11/2023,02/23/2024,05/20/2024,Approved,pmcgillicuddy@ies.org,192816
IES,ANSI/IES/ALA RP-11-20,Lighting for Interior and Exterior Residential Environments,(revision of ANSI/IES/ALA RP-11-2017),11/08/2019,03/06/2020,04/23/2020,Approved,pmcgillicuddy@ies.org,181934
IES,ANSI/IES/IUVA LM-92-22,Approved Method: Optical and Electrical Measurement of Ultraviolet LEDs,(new standard),05/15/2020,12/17/2021,03/10/2022,Approved,pmcgillicuddy@ies.org,183265
IES,ANSI/IES/NALMCO RP-36-20,Recommended Practice: Lighting Maintenance,(new standard),09/27/2019,12/20/2019,02/07/2020,Approved,pmcgillicuddy@ies.org,181686
IES,ANSI/IES/NALMCO RP-36-24,Recommended Practice: Lighting Maintenance,(revision of ANSI/IES/NALMCO RP-36-2020),,11/03/2023,08/21/2024,Approved,pmcgillicuddy@ies.org,193491
IEST,ANSI/IEST/ISO 14644-1-2015,Cleanrooms and associated controlled environments -  Part 1:  Classification of air cleanliness by particle concentration,(identical national adoption of ISO 14644-1:20XX and revision of ANSI/IEST/ISO 14644-1-1999),08/21/2015,09/18/2015,12/22/2015,Approved,jsklena@iest.org,168929
IEST,ANSI/IEST/ISO 14644-12-2018,Cleanrooms and associated controlled environments  Part 12: Specifications for monitoring air cleanliness by nanoscale particle concentration,(identical national adoption of ISO 14644-12:2018),07/13/2018,08/24/2018,10/18/2018,Approved,jsklena@iest.org,177786
IEST,ANSI/IEST/ISO 14644-16-2019,Cleanrooms and associated controlled environments — Part 16: Energy efficiency in cleanrooms and clean air devices,(identical national adoption of ISO 14644-16:2019),03/22/2019,04/26/2019,06/21/2019,Approved,jsklena@iest.org,179789
IEST,ANSI/IEST/ISO 14644-18-2023,Cleanrooms and associated controlled environments — Part 18: Assessment of suitability of consumables,(identical national adoption of ISO 14644-18),07/14/2023,09/01/2023,10/24/2023,Approved,jsklena@iest.org,192614
IEST,ANSI/IEST/ISO 14644-2-2015,Cleanrooms and associated controlled environments - Part 2: Monitoring to provide evidence of cleanroom performance related to air cleanliness by particle concentration,(identical national adoption of ISO 14644-2:20XX and revision of ANSI/IEST/ISO 14644-2-2000),08/21/2015,09/18/2015,12/22/2015,Approved,jsklena@iest.org,168928
IEST,ANSI/IEST/ISO 14644-3-2005,Cleanrooms and associated controlled environments - Part 3: Test methods,(identical national adoption of ISO 14644-3),,01/27/2006,03/24/2006,Approved,croesslein@iest.org,137605
IEST,ANSI/IEST/ISO 14644-4-2001,"Cleanrooms and associated controlled environments-Part 4: Design, construction and start-up",(identical national adoption of ISO 14644-4),,12/20/2002,07/29/2003,Approved,croesslein@iest.org,124589
IEST,ANSI/IEST/ISO 14644-4-2023,"Part 4: Design, construction, and start-up",(identical national adoption of ISO 14644-4),10/07/2022,11/18/2022,01/13/2023,Approved,jsklena@iest.org,190434
IEST,ANSI/IEST/ISO 14644-5-2004,Cleanrooms and associated controlled environments-Part 5: Operations,(identical national adoption of ISO 14644-5-),,12/16/2005,02/28/2006,Approved,croesslein@iest.org,137414
IEST,ANSI/IEST/ISO 14644-7-2004,"Cleanrooms and associated controlled environments-Part 7: Separative devices (clean air hoods, gloveboxes, isolators and minienvironments",(identical national adoption of ISO 14644-7),,12/16/2005,02/28/2006,Approved,croesslein@iest.org,137415
IEST,ANSI/IEST/ISO 14644-8-2006,Cleanrooms and associated controlled environments - Part 8: Classification of airborne molecular contamination,(identical national adoption of ISO 14644-8),,09/15/2006,11/17/2006,Approved,croesslein@iest.org,139384
IEST,ANSI/ISO 14644-9-2012,Cleanrooms and associated controlled environments -- Part 9: Classification of surface cleanliness by particle concentration,(identical national adoption of ISO 14644-9),06/15/2012,01/03/2020,02/24/2020,Approved,jsklena@iest.org,159951
IIAR,ANSI/IIAR 1-2022,Definitions and Terminology Used in IIAR Standards,(revision of ANSI/IIAR 1-2017),01/08/2021,09/02/2022,10/31/2022,Approved,tony_lundell@iiar.org,185163
IIAR,ANSI/IIAR 2-2014 Addendum A-2019,Standard for the Safe Design of Closed-Circuit Ammonia Refrigeration Systems,(addenda to ANSI/IIAR 2-2014),02/10/2017,02/08/2019,06/05/2019,Approved,eric.smith@iiar.org,173118
IIAR,ANSI/IIAR 2-2021,Standard for the Design of Safe Ammonia Refrigeration Systems,(revision of ANSI/IIAR 2-2014),08/09/2019,03/19/2021,07/08/2021,Approved,eric.smith@iiar.org,181027
IIAR,ANSI/IIAR 3-2022,Ammonia Refrigeration Valves,(revision of ANSI/IIAR 3-2017),01/08/2021,03/25/2022,07/11/2022,Approved,tony_lundell@iiar.org,185164
IIAR,ANSI/IIAR 4-2020,Installation of Closed-Circuit Ammonia Refrigeration Systems,(revision of ANSI/IIAR 4-2015),02/01/2019,09/25/2020,11/12/2020,Approved,tony_lundell@iiar.org,182981
IIAR,ANSI/IIAR 5-2019,Startup of Closed-Circuit Ammonia Refrigeration Systems,(revision of ANSI/IIAR 5-2013),06/23/2017,07/05/2019,09/09/2019,Approved,tony_lundell@iiar.org,174272
IIAR,ANSI/IIAR 6-2019,"Standard for Inspection, Testing, and Maintenance of Closed-Circuit Ammonia Refrigeration Systems",(new standard),02/29/2008,02/15/2019,04/16/2019,Approved,tony_lundell@iiar.org,143287
IIAR,ANSI/IIAR 7-2019,Developing Operating Procedures for Closed-Circuit Ammonia Refrigeration Systems,(revision of ANSI/IIAR 7-2013),06/23/2017,10/05/2018,04/16/2019,Approved,tony_lundell@iiar.org,174273
IIAR,ANSI/IIAR 8-2020,Decommissioning of Closed-Circuit Ammonia Refrigeration Systems,(revision of ANSI/IIAR 8-2015),02/01/2019,09/25/2020,11/12/2020,Approved,tony_lundell@iiar.org,179384
IIAR,ANSI/IIAR 9-2020 Addendum A-2024,Standard for Minimum System Safety Requirements for Existing Closed-Circuit Ammonia Refrigeration Systems,(revision of ANSI/IIAR 9-2020),04/07/2023,04/12/2024,07/08/2024,Approved,tony_lundell@iiar.org,191732
IIAR,ANSI/IIAR CO2-2021,Safety Standard for Closed-Circuit Carbon Dioxide Refrigeration Systems,(new standard),10/30/2015,02/12/2021,04/13/2021,Approved,tony_lundell@iiar.org,169717
IICRC,ANSI/IICRC S100-2021,Standard for Professional Cleaning of Textile Floor Coverings,(revision of ANSI/IICRC S100-2015),02/19/2016,02/26/2021,04/29/2021,Approved,mwashington@iicrcnet.org,170384
IICRC,ANSI/IICRC S220-2020,Standard for Professional Inspection of Hard Surface Floor Coverings,(new standard),02/22/2013,10/16/2020,12/03/2020,Approved,mwashington@iicrcnet.org,162076
IICRC,ANSI/IICRC S500-2021,Standard for Professional Water Damage Restoration,(revision of ANSI/IICRC S500-2015),02/19/2016,01/10/2020,02/25/2021,Approved,mwashington@iicrcnet.org,170383
IICRC,ANSI/IICRC S520-2024,Professional Mold Remediation,(revision of ANSI/IICRC S520-2015),02/19/2016,01/26/2024,04/16/2024,Approved,mwashington@iicrcnet.org,170382
IICRC,ANSI/IICRC S540-2023,Standard for Trauma and Crime Scene Cleanup,(revision of ANSI/IICRC S540-2017),05/29/2020,08/25/2023,09/28/2023,Approved,mwashington@iicrcnet.org,183418
IICRC,ANSI/IICRC S590-2023,"Standard for Assessing HVAC Systems Following a Water, Fire, or Mold Damaged Event",(new standard),02/16/2018,06/30/2023,09/05/2023,Approved,mwashington@iicrcnet.org,176408
IICRC,ANSI/IICRC S800-2023,Standard for Professional Inspection of Textile Floor Coverings,(revision of ANSI/IICRC S800-2013),02/19/2016,04/21/2023,05/22/2023,Approved,mwashington@iicrcnet.org,170380
IKECA,ANSI/IKECA C10-2021,Standard for the Methodology for Cleaning Commercial Kitchen Exhaust Systems,(revision of ANSI/IKECA C10-2016),02/21/2020,05/22/2020,11/12/2020,Approved,sara@ikeca.org,182556
IKECA,ANSI/IKECA I10-2020,Standard for the Methodology for Inspection of Commercial Kitchen Exhaust Systems,(revision of ANSI/IKECA I10-2015),01/18/2019,05/08/2020,06/30/2020,Approved,sara@ikeca.org,179361
